Recency,Frequency,MonetaryValue,Cluster,Segment
191,1,177.60000000000002,3,At Risk/Lost
36,1,151.05,0,Potential Loyalists
156,1,214.8,3,At Risk/Lost
283,1,109.95,3,At Risk/Lost
106,1,549.07,0,Potential Loyalists
24,4,1971.87,0,Potential Loyalists
74,4,322.41,0,Potential Loyalists
15,2,370.48,0,Potential Loyalists
157,1,101.1,3,At Risk/Lost
43,1,575.41,0,Potential Loyalists
10,2,887.65,0,Potential Loyalists
31,7,1469.45,0,Potential Loyalists
290,1,53.5,3,At Risk/Lost
20,4,1116.47,0,Potential Loyalists
332,1,153.9,3,At Risk/Lost
17,2,494.44,0,Potential Loyalists
3,23,6675.71,2,Champions
62,2,395.8,0,Potential Loyalists
197,3,211.77,3,At Risk/Lost
32,3,658.88,0,Potential Loyalists
0,4,2027.5,0,Potential Loyalists
6,8,1371.96,0,Potential Loyalists
4,6,3512.53,0,Potential Loyalists
9,4,896.66,0,Potential Loyalists
31,5,734.77,0,Potential Loyalists
52,1,109.36,0,Potential Loyalists
11,2,707.04,0,Potential Loyalists
17,9,1540.42,0,Potential Loyalists
18,1,327.3,0,Potential Loyalists
36,2,804.49,0,Potential Loyalists
1,2,497.43,0,Potential Loyalists
17,3,1553.66,0,Potential Loyalists
81,4,1320.56,0,Potential Loyalists
32,2,367.93,0,Potential Loyalists
65,2,473.03,0,Potential Loyalists
8,2,987.01,0,Potential Loyalists
266,1,106.2,3,At Risk/Lost
246,3,362.95,3,At Risk/Lost
3,4,2157.4,0,Potential Loyalists
60,1,752.43,0,Potential Loyalists
74,2,668.36,0,Potential Loyalists
89,2,584.5,0,Potential Loyalists
59,3,555.89,0,Potential Loyalists
28,2,317.2,0,Potential Loyalists
322,1,94.36,3,At Risk/Lost
52,4,1324.47,0,Potential Loyalists
269,1,221.19,3,At Risk/Lost
1,13,3046.21,0,Potential Loyalists
56,5,1383.98,0,Potential Loyalists
60,5,1486.9,0,Potential Loyalists
153,2,1705.8,3,At Risk/Lost
18,2,408.57,0,Potential Loyalists
94,1,303.93,0,Potential Loyalists
0,12,3522.32,0,Potential Loyalists
264,2,299.6,3,At Risk/Lost
311,1,177.5,3,At Risk/Lost
69,1,443.05,0,Potential Loyalists
301,2,74.85,3,At Risk/Lost
18,1,163.07,0,Potential Loyalists
12,10,2126.93,0,Potential Loyalists
35,5,2028.88,0,Potential Loyalists
18,2,214.65,0,Potential Loyalists
53,1,151.83,0,Potential Loyalists
56,1,262.2,0,Potential Loyalists
21,2,126.25,0,Potential Loyalists
43,1,210.35,0,Potential Loyalists
26,3,1051.4,0,Potential Loyalists
44,3,675.27,0,Potential Loyalists
112,6,972.23,0,Potential Loyalists
16,50,23008.12,2,Champions
24,1,346.12,0,Potential Loyalists
190,1,133.56,3,At Risk/Lost
301,1,302.7,3,At Risk/Lost
1,10,1908.25,0,Potential Loyalists
262,2,241.06,3,At Risk/Lost
105,1,284.55,0,Potential Loyalists
56,1,300.85,0,Potential Loyalists
212,3,642.81,3,At Risk/Lost
63,1,143.4,0,Potential Loyalists
27,1,184.26,0,Potential Loyalists
28,7,1522.25,0,Potential Loyalists
5,5,798.35,0,Potential Loyalists
7,5,3640.67,0,Potential Loyalists
66,2,381.2,0,Potential Loyalists
1,3,616.79,0,Potential Loyalists
45,4,654.67,0,Potential Loyalists
33,1,230.51,0,Potential Loyalists
205,1,2.9,3,At Risk/Lost
135,1,259.01,3,At Risk/Lost
197,1,188.89,3,At Risk/Lost
197,2,707.69,3,At Risk/Lost
149,1,311.92,3,At Risk/Lost
87,1,266.97,0,Potential Loyalists
44,2,6.9,0,Potential Loyalists
63,7,1841.18,0,Potential Loyalists
98,5,2158.37,0,Potential Loyalists
217,1,208.36,3,At Risk/Lost
2,18,3482.74,2,Champions
27,3,814.72,0,Potential Loyalists
177,1,151.42,3,At Risk/Lost
73,3,136.0,0,Potential Loyalists
20,4,1422.4,0,Potential Loyalists
19,3,1314.68,0,Potential Loyalists
33,7,1603.46,0,Potential Loyalists
73,1,74.9,0,Potential Loyalists
23,4,650.43,0,Potential Loyalists
51,4,762.39,0,Potential Loyalists
274,1,223.95,3,At Risk/Lost
164,3,316.11,3,At Risk/Lost
6,7,1871.5,0,Potential Loyalists
87,4,544.3,0,Potential Loyalists
63,7,2494.46,0,Potential Loyalists
24,3,331.0,0,Potential Loyalists
9,2,300.83,0,Potential Loyalists
75,1,769.29,0,Potential Loyalists
15,1,220.62,0,Potential Loyalists
191,1,139.35,3,At Risk/Lost
173,2,404.3,3,At Risk/Lost
76,1,363.65,0,Potential Loyalists
32,3,490.8,0,Potential Loyalists
46,1,731.5,0,Potential Loyalists
79,4,1351.63,0,Potential Loyalists
296,1,826.53,3,At Risk/Lost
2,3,684.41,0,Potential Loyalists
8,3,1599.52,0,Potential Loyalists
49,6,2965.69,0,Potential Loyalists
160,2,100.97,3,At Risk/Lost
359,2,365.45,3,At Risk/Lost
4,6,400.86,0,Potential Loyalists
106,4,1431.93,0,Potential Loyalists
24,1,484.38,0,Potential Loyalists
19,2,90.3,0,Potential Loyalists
296,1,363.7,3,At Risk/Lost
371,1,248.1,3,At Risk/Lost
21,3,950.26,0,Potential Loyalists
4,4,874.59,0,Potential Loyalists
51,5,1540.73,0,Potential Loyalists
29,1,101.7,0,Potential Loyalists
276,1,162.7,3,At Risk/Lost
60,2,484.32,0,Potential Loyalists
24,2,215.08,0,Potential Loyalists
185,3,1046.57,3,At Risk/Lost
1,21,9418.47,2,Champions
1,26,10429.45,2,Champions
171,1,290.36,3,At Risk/Lost
80,1,228.06,0,Potential Loyalists
3,1,244.41,0,Potential Loyalists
189,1,455.25,3,At Risk/Lost
21,7,1244.59,0,Potential Loyalists
18,3,1095.56,0,Potential Loyalists
4,1,593.75,0,Potential Loyalists
109,1,548.97,0,Potential Loyalists
2,4,1388.81,0,Potential Loyalists
53,1,119.62,0,Potential Loyalists
164,1,339.3,3,At Risk/Lost
290,2,787.15,3,At Risk/Lost
9,10,4154.64,0,Potential Loyalists
108,5,2276.29,0,Potential Loyalists
95,3,737.8,0,Potential Loyalists
242,2,379.73,3,At Risk/Lost
162,12,4554.26,0,Potential Loyalists
41,3,837.1,0,Potential Loyalists
34,2,285.89,0,Potential Loyalists
66,7,3313.79,0,Potential Loyalists
23,2,281.85,0,Potential Loyalists
0,20,8086.49,2,Champions
26,2,841.41,0,Potential Loyalists
5,2,511.12,0,Potential Loyalists
53,1,845.74,0,Potential Loyalists
363,1,173.7,3,At Risk/Lost
14,5,614.66,0,Potential Loyalists
193,2,704.5600000000001,3,At Risk/Lost
2,1,124.2,0,Potential Loyalists
14,10,3738.4,0,Potential Loyalists
26,3,1421.69,0,Potential Loyalists
126,3,1009.6,0,Potential Loyalists
84,2,663.61,0,Potential Loyalists
70,1,451.44,0,Potential Loyalists
182,1,105.84,3,At Risk/Lost
112,1,313.62,3,At Risk/Lost
373,1,233.45,3,At Risk/Lost
79,2,831.08,0,Potential Loyalists
248,1,463.95,3,At Risk/Lost
231,1,225.15,3,At Risk/Lost
70,3,459.24,0,Potential Loyalists
68,1,213.5,0,Potential Loyalists
3,16,4063.28,2,Champions
50,3,330.03,0,Potential Loyalists
74,1,181.09,0,Potential Loyalists
60,1,360.16,0,Potential Loyalists
15,2,250.15,0,Potential Loyalists
3,1,69.52000000000001,0,Potential Loyalists
285,1,145.04999999999998,3,At Risk/Lost
3,6,813.52,0,Potential Loyalists
40,1,244.8,0,Potential Loyalists
35,1,528.08,0,Potential Loyalists
74,2,482.47,0,Potential Loyalists
17,14,3330.43,2,Champions
14,7,5493.46,0,Potential Loyalists
218,1,75.66,3,At Risk/Lost
185,1,129.49,3,At Risk/Lost
32,4,1187.66,0,Potential Loyalists
69,1,618.59,0,Potential Loyalists
182,1,506.19,3,At Risk/Lost
14,2,500.42,0,Potential Loyalists
235,1,151.85,3,At Risk/Lost
30,5,2647.59,0,Potential Loyalists
263,1,226.21,3,At Risk/Lost
3,2,178.96,0,Potential Loyalists
51,4,813.48,0,Potential Loyalists
245,1,129.45,3,At Risk/Lost
80,2,810.5699999999999,0,Potential Loyalists
274,1,333.08,3,At Risk/Lost
0,17,3937.9,2,Champions
78,1,322.8,0,Potential Loyalists
29,5,2188.05,0,Potential Loyalists
73,2,417.73,0,Potential Loyalists
16,6,2883.1,0,Potential Loyalists
222,2,217.9,3,At Risk/Lost
31,4,1154.47,0,Potential Loyalists
22,10,1680.72,0,Potential Loyalists
30,3,1257.51,0,Potential Loyalists
105,1,231.1,0,Potential Loyalists
4,2,688.33,0,Potential Loyalists
245,1,487.51,3,At Risk/Lost
177,2,833.78,3,At Risk/Lost
169,2,214.06,3,At Risk/Lost
42,1,290.66,0,Potential Loyalists
71,1,518.42,0,Potential Loyalists
58,7,6258.45,0,Potential Loyalists
15,2,1212.66,0,Potential Loyalists
140,4,601.27,0,Potential Loyalists
17,6,3794.52,0,Potential Loyalists
21,15,3125.0,2,Champions
9,4,933.62,0,Potential Loyalists
367,1,123.24,3,At Risk/Lost
188,1,39.12,3,At Risk/Lost
15,3,810.45,0,Potential Loyalists
361,1,135.39999999999998,3,At Risk/Lost
18,1,118.98,0,Potential Loyalists
67,2,570.13,0,Potential Loyalists
14,6,306.72,0,Potential Loyalists
23,3,1374.87,0,Potential Loyalists
16,11,4095.9,0,Potential Loyalists
35,2,418.35,0,Potential Loyalists
1,20,7780.94,2,Champions
54,2,319.61,0,Potential Loyalists
33,4,1592.12,0,Potential Loyalists
2,12,3109.99,0,Potential Loyalists
365,1,129.75,3,At Risk/Lost
42,1,183.7,0,Potential Loyalists
72,6,1770.34,0,Potential Loyalists
4,5,958.88,0,Potential Loyalists
3,16,19644.7,2,Champions
60,2,324.24,0,Potential Loyalists
46,7,3062.83,0,Potential Loyalists
0,4,1260.86,0,Potential Loyalists
75,2,370.76,0,Potential Loyalists
71,2,225.58,0,Potential Loyalists
255,2,158.5,3,At Risk/Lost
68,2,482.01,0,Potential Loyalists
134,4,657.9000000000001,0,Potential Loyalists
240,1,112.75,3,At Risk/Lost
252,1,204.0,3,At Risk/Lost
8,13,5076.55,2,Champions
8,13,4606.66,2,Champions
0,20,13601.55,2,Champions
36,3,531.35,0,Potential Loyalists
45,1,656.63,0,Potential Loyalists
84,5,3029.87,0,Potential Loyalists
18,10,2483.04,0,Potential Loyalists
2,5,1620.79,0,Potential Loyalists
8,11,3645.43,0,Potential Loyalists
18,15,6610.17,2,Champions
218,3,1161.53,3,At Risk/Lost
77,1,222.52,0,Potential Loyalists
266,2,901.2,3,At Risk/Lost
23,6,3858.38,0,Potential Loyalists
368,1,623.75,3,At Risk/Lost
14,7,1767.74,0,Potential Loyalists
25,1,155.24,0,Potential Loyalists
261,1,292.47,3,At Risk/Lost
16,13,4641.53,2,Champions
90,2,589.15,0,Potential Loyalists
301,7,781.02,3,At Risk/Lost
25,5,1382.02,0,Potential Loyalists
363,1,272.82,3,At Risk/Lost
45,4,1054.67,0,Potential Loyalists
37,21,7239.92,2,Champions
51,3,743.11,0,Potential Loyalists
31,1,603.75,0,Potential Loyalists
51,3,650.51,0,Potential Loyalists
78,5,2300.56,0,Potential Loyalists
297,1,3.75,3,At Risk/Lost
176,1,323.0,3,At Risk/Lost
46,1,464.9,0,Potential Loyalists
28,7,2238.09,0,Potential Loyalists
10,7,1304.76,0,Potential Loyalists
86,17,6629.82,2,Champions
4,18,6593.9800000000005,2,Champions
37,2,836.06,0,Potential Loyalists
17,5,1515.9,0,Potential Loyalists
44,5,623.93,0,Potential Loyalists
30,1,515.52,0,Potential Loyalists
372,1,207.5,3,At Risk/Lost
57,1,223.92,0,Potential Loyalists
113,3,1496.83,0,Potential Loyalists
214,1,239.4,3,At Risk/Lost
318,1,106.83,3,At Risk/Lost
64,1,369.34,0,Potential Loyalists
7,3,789.79,0,Potential Loyalists
96,1,316.62,0,Potential Loyalists
19,3,1501.38,0,Potential Loyalists
198,1,611.85,3,At Risk/Lost
3,13,2799.25,0,Potential Loyalists
293,1,34.0,3,At Risk/Lost
272,2,1145.6,3,At Risk/Lost
30,11,5391.4800000000005,2,Champions
47,3,478.09,0,Potential Loyalists
259,1,380.39,3,At Risk/Lost
57,5,770.1,0,Potential Loyalists
32,5,2246.81,0,Potential Loyalists
56,1,171.59,0,Potential Loyalists
67,4,661.52,0,Potential Loyalists
9,11,1695.66,0,Potential Loyalists
59,1,388.28,0,Potential Loyalists
79,2,226.35,0,Potential Loyalists
73,2,245.94,0,Potential Loyalists
1,22,10629.72,2,Champions
99,2,425.19,0,Potential Loyalists
371,1,311.25,3,At Risk/Lost
9,13,2279.9,0,Potential Loyalists
19,1,107.6,0,Potential Loyalists
122,2,597.48,0,Potential Loyalists
7,1,80.8,0,Potential Loyalists
3,6,1545.62,0,Potential Loyalists
28,7,1721.78,0,Potential Loyalists
281,2,110.38,3,At Risk/Lost
56,1,243.84,0,Potential Loyalists
0,10,1222.71,0,Potential Loyalists
364,1,414.88,3,At Risk/Lost
88,1,305.62,0,Potential Loyalists
10,1,1201.49,0,Potential Loyalists
162,4,1619.73,0,Potential Loyalists
64,1,332.3,0,Potential Loyalists
22,3,536.99,0,Potential Loyalists
173,2,460.59,3,At Risk/Lost
102,4,801.49,0,Potential Loyalists
142,3,1121.59,0,Potential Loyalists
98,2,288.42,0,Potential Loyalists
22,5,914.69,0,Potential Loyalists
191,1,309.54,3,At Risk/Lost
4,2,547.07,0,Potential Loyalists
360,1,479.35,3,At Risk/Lost
7,10,1632.5,0,Potential Loyalists
13,21,6509.1,2,Champions
102,4,417.06,0,Potential Loyalists
2,9,1604.75,0,Potential Loyalists
10,11,3349.57,0,Potential Loyalists
95,1,497.61,0,Potential Loyalists
226,1,358.38,3,At Risk/Lost
15,2,460.64,0,Potential Loyalists
38,2,602.38,0,Potential Loyalists
50,1,341.7,0,Potential Loyalists
92,2,128.5,0,Potential Loyalists
156,1,197.22,3,At Risk/Lost
38,1,325.91,0,Potential Loyalists
183,3,199.15,3,At Risk/Lost
0,4,1106.53,0,Potential Loyalists
227,1,413.46,3,At Risk/Lost
127,2,180.85,3,At Risk/Lost
39,2,251.87,0,Potential Loyalists
30,11,3170.98,0,Potential Loyalists
196,2,588.85,3,At Risk/Lost
8,34,15308.43,2,Champions
36,6,1869.82,0,Potential Loyalists
100,3,1264.19,0,Potential Loyalists
42,16,9946.37,2,Champions
49,1,214.32,0,Potential Loyalists
42,1,193.44,0,Potential Loyalists
52,1,281.42,0,Potential Loyalists
186,1,124.57,3,At Risk/Lost
333,1,332.41,3,At Risk/Lost
3,3,342.45,0,Potential Loyalists
9,2,144.91000000000005,0,Potential Loyalists
23,2,328.4,0,Potential Loyalists
14,1,35.400000000000006,0,Potential Loyalists
368,1,375.69000000000005,3,At Risk/Lost
144,2,747.81,3,At Risk/Lost
59,2,173.76,0,Potential Loyalists
30,2,502.8,0,Potential Loyalists
140,3,207.74,3,At Risk/Lost
22,4,825.42,0,Potential Loyalists
21,6,2812.34,0,Potential Loyalists
76,3,198.78,0,Potential Loyalists
4,6,7030.02,2,Champions
66,5,2095.53,0,Potential Loyalists
11,6,853.72,0,Potential Loyalists
83,1,13.3,0,Potential Loyalists
30,7,1519.08,0,Potential Loyalists
66,3,705.12,0,Potential Loyalists
186,2,276.73,3,At Risk/Lost
37,2,429.84,0,Potential Loyalists
14,3,471.51,0,Potential Loyalists
34,1,194.88,0,Potential Loyalists
194,3,1578.67,3,At Risk/Lost
1,5,809.7,0,Potential Loyalists
0,5,525.54,0,Potential Loyalists
366,1,145.93,3,At Risk/Lost
64,1,219.14,0,Potential Loyalists
298,2,289.78,3,At Risk/Lost
25,3,508.81,0,Potential Loyalists
7,6,1281.56,0,Potential Loyalists
16,3,887.11,0,Potential Loyalists
115,1,1706.88,0,Potential Loyalists
28,1,373.24,0,Potential Loyalists
3,16,3722.95,2,Champions
4,7,3102.43,0,Potential Loyalists
81,4,579.77,0,Potential Loyalists
28,5,981.65,0,Potential Loyalists
71,1,301.38,0,Potential Loyalists
3,8,1510.06,0,Potential Loyalists
28,11,2575.38,0,Potential Loyalists
289,1,113.44,3,At Risk/Lost
35,1,208.46,0,Potential Loyalists
8,6,621.6800000000001,0,Potential Loyalists
23,2,576.26,0,Potential Loyalists
276,1,391.52,3,At Risk/Lost
49,6,1068.82,0,Potential Loyalists
155,11,2596.45,0,Potential Loyalists
60,1,169.79,0,Potential Loyalists
11,19,7022.7300000000005,2,Champions
20,3,846.75,0,Potential Loyalists
370,1,230.25,3,At Risk/Lost
275,2,139.85,3,At Risk/Lost
79,17,2847.6,2,Champions
3,7,1295.39,0,Potential Loyalists
25,3,380.55,0,Potential Loyalists
4,21,4604.22,2,Champions
52,1,161.94,0,Potential Loyalists
0,2,563.23,0,Potential Loyalists
54,2,950.93,0,Potential Loyalists
25,1,262.68,0,Potential Loyalists
8,4,1903.13,0,Potential Loyalists
51,3,3049.88,0,Potential Loyalists
12,9,1920.59,0,Potential Loyalists
211,3,816.73,3,At Risk/Lost
21,19,4336.86,2,Champions
235,1,406.48,3,At Risk/Lost
138,3,348.62,3,At Risk/Lost
3,6,1286.27,0,Potential Loyalists
56,3,1178.56,0,Potential Loyalists
134,3,1277.75,0,Potential Loyalists
108,2,167.61,0,Potential Loyalists
29,1,20.8,0,Potential Loyalists
0,9,2085.08,0,Potential Loyalists
184,4,518.67,3,At Risk/Lost
17,1,308.74,0,Potential Loyalists
238,2,416.64,3,At Risk/Lost
86,1,117.35,0,Potential Loyalists
38,3,507.05,0,Potential Loyalists
115,1,234.17,3,At Risk/Lost
186,1,110.55,3,At Risk/Lost
226,1,169.87,3,At Risk/Lost
7,7,1616.53,0,Potential Loyalists
188,1,319.02,3,At Risk/Lost
3,2,439.43,0,Potential Loyalists
38,3,633.13,0,Potential Loyalists
37,1,357.21,0,Potential Loyalists
266,1,251.52,3,At Risk/Lost
77,1,344.33,0,Potential Loyalists
3,6,1852.0,0,Potential Loyalists
254,2,845.76,3,At Risk/Lost
60,1,384.06,0,Potential Loyalists
12,7,1931.25,0,Potential Loyalists
87,2,4481.35,0,Potential Loyalists
16,10,5464.12,2,Champions
29,1,83.2,0,Potential Loyalists
2,7,1625.05,0,Potential Loyalists
4,1,126.12,0,Potential Loyalists
6,6,503.25,0,Potential Loyalists
218,1,179.0,3,At Risk/Lost
10,5,1614.31,0,Potential Loyalists
29,6,1456.96,0,Potential Loyalists
287,3,702.0,3,At Risk/Lost
149,4,295.0,3,At Risk/Lost
22,2,484.82,0,Potential Loyalists
0,11,3989.57,0,Potential Loyalists
85,3,1493.73,0,Potential Loyalists
45,2,1144.74,0,Potential Loyalists
4,4,781.78,0,Potential Loyalists
50,6,889.9300000000001,0,Potential Loyalists
17,1,195.36,0,Potential Loyalists
29,1,270.9,0,Potential Loyalists
7,3,586.33,0,Potential Loyalists
28,3,1842.56,0,Potential Loyalists
2,20,8546.9,2,Champions
40,2,920.1,0,Potential Loyalists
10,4,1272.61,0,Potential Loyalists
30,1,71.0,0,Potential Loyalists
44,3,95.85,0,Potential Loyalists
60,3,357.77,0,Potential Loyalists
184,2,154.82999999999998,3,At Risk/Lost
78,6,890.29,0,Potential Loyalists
63,1,146.87,0,Potential Loyalists
11,2,380.35,0,Potential Loyalists
85,3,775.74,0,Potential Loyalists
15,3,745.52,0,Potential Loyalists
245,2,433.53,3,At Risk/Lost
87,1,1267.32,0,Potential Loyalists
29,1,112.4,0,Potential Loyalists
137,1,449.73,3,At Risk/Lost
26,3,1081.57,0,Potential Loyalists
2,5,1044.38,0,Potential Loyalists
31,4,1735.18,0,Potential Loyalists
24,1,739.6800000000001,0,Potential Loyalists
112,3,339.44,0,Potential Loyalists
156,1,642.02,3,At Risk/Lost
84,3,1100.9,0,Potential Loyalists
117,3,925.35,0,Potential Loyalists
2,9,5659.9800000000005,2,Champions
95,6,3228.84,0,Potential Loyalists
193,1,247.14,3,At Risk/Lost
27,1,413.75,0,Potential Loyalists
130,1,498.48,3,At Risk/Lost
27,5,1356.33,0,Potential Loyalists
81,3,1179.89,0,Potential Loyalists
29,5,3004.32,0,Potential Loyalists
265,1,81.60000000000001,3,At Risk/Lost
73,11,5232.2300000000005,0,Potential Loyalists
313,4,538.37,3,At Risk/Lost
20,7,1461.14,0,Potential Loyalists
58,3,859.35,0,Potential Loyalists
11,21,4552.14,2,Champions
27,9,2709.7000000000003,0,Potential Loyalists
113,1,312.14,3,At Risk/Lost
27,9,2429.03,0,Potential Loyalists
17,4,1446.09,0,Potential Loyalists
17,4,834.12,0,Potential Loyalists
35,3,841.0799999999999,0,Potential Loyalists
35,2,378.2,0,Potential Loyalists
77,1,118.8,0,Potential Loyalists
21,2,287.62,0,Potential Loyalists
24,2,290.16,0,Potential Loyalists
32,2,2003.85,0,Potential Loyalists
108,3,1405.78,0,Potential Loyalists
34,2,2949.75,0,Potential Loyalists
122,5,1566.65,0,Potential Loyalists
6,6,1841.28,0,Potential Loyalists
27,4,1991.01,0,Potential Loyalists
3,7,2043.95,0,Potential Loyalists
2,9,3827.76,0,Potential Loyalists
49,4,1777.78,0,Potential Loyalists
321,1,302.0,3,At Risk/Lost
22,3,1324.16,0,Potential Loyalists
14,4,1022.13,0,Potential Loyalists
1,8,954.42,0,Potential Loyalists
17,2,971.74,0,Potential Loyalists
9,4,1621.73,0,Potential Loyalists
261,1,25.5,3,At Risk/Lost
158,2,665.78,3,At Risk/Lost
32,6,10009.51,2,Champions
28,6,885.04,0,Potential Loyalists
164,1,163.29999999999998,3,At Risk/Lost
46,1,248.61,0,Potential Loyalists
5,8,808.62,0,Potential Loyalists
7,3,837.5,0,Potential Loyalists
287,1,116.2,3,At Risk/Lost
317,1,157.02,3,At Risk/Lost
2,2,606.91,0,Potential Loyalists
232,1,307.46,3,At Risk/Lost
118,1,138.32,3,At Risk/Lost
161,1,345.29999999999995,3,At Risk/Lost
184,1,298.89,3,At Risk/Lost
49,1,259.35,0,Potential Loyalists
151,5,1004.75,0,Potential Loyalists
334,1,157.09,3,At Risk/Lost
4,5,2463.17,0,Potential Loyalists
15,6,2342.24,0,Potential Loyalists
106,2,425.0,0,Potential Loyalists
15,7,1139.73,0,Potential Loyalists
275,1,380.5,3,At Risk/Lost
15,12,10668.47,2,Champions
246,1,285.32,3,At Risk/Lost
238,1,579.0,3,At Risk/Lost
0,2,912.57,0,Potential Loyalists
105,3,749.78,0,Potential Loyalists
22,4,1714.59,0,Potential Loyalists
51,1,124.88,0,Potential Loyalists
194,3,446.3,3,At Risk/Lost
23,1,213.78,0,Potential Loyalists
74,1,329.34,0,Potential Loyalists
17,2,251.7,0,Potential Loyalists
7,2,319.0,0,Potential Loyalists
31,3,1266.97,0,Potential Loyalists
21,3,1538.88,0,Potential Loyalists
30,6,3518.03,0,Potential Loyalists
28,10,1715.46,0,Potential Loyalists
21,2,293.1,0,Potential Loyalists
32,7,2467.35,0,Potential Loyalists
283,1,158.68,3,At Risk/Lost
38,2,206.34,0,Potential Loyalists
57,2,835.78,0,Potential Loyalists
288,1,224.91,3,At Risk/Lost
78,1,317.76,0,Potential Loyalists
4,8,3766.6,0,Potential Loyalists
217,1,59.9,3,At Risk/Lost
43,4,1348.49,0,Potential Loyalists
201,1,306.13,3,At Risk/Lost
177,3,711.79,3,At Risk/Lost
55,4,796.03,0,Potential Loyalists
56,2,160.72,0,Potential Loyalists
7,6,3347.31,0,Potential Loyalists
46,2,144.0,0,Potential Loyalists
226,1,203.95,3,At Risk/Lost
10,7,2474.23,0,Potential Loyalists
105,2,384.4,0,Potential Loyalists
58,2,444.74,0,Potential Loyalists
27,7,2095.13,0,Potential Loyalists
35,7,1397.62,0,Potential Loyalists
273,2,262.62,3,At Risk/Lost
29,1,1013.01,0,Potential Loyalists
23,3,692.22,0,Potential Loyalists
53,1,342.63,0,Potential Loyalists
35,6,2959.89,0,Potential Loyalists
174,4,1564.56,3,At Risk/Lost
53,1,251.6,0,Potential Loyalists
52,1,204.24,0,Potential Loyalists
26,8,2317.2200000000003,0,Potential Loyalists
252,1,226.85,3,At Risk/Lost
39,7,2781.23,0,Potential Loyalists
59,6,1069.12,0,Potential Loyalists
233,1,113.5,3,At Risk/Lost
3,10,1960.72,0,Potential Loyalists
31,1,114.23,0,Potential Loyalists
23,14,3198.25,0,Potential Loyalists
6,2,335.13,0,Potential Loyalists
64,1,354.15,0,Potential Loyalists
309,2,426.79,3,At Risk/Lost
308,1,291.49,3,At Risk/Lost
18,6,939.32,0,Potential Loyalists
15,8,1906.09,0,Potential Loyalists
95,2,318.76,0,Potential Loyalists
263,8,3638.41,3,At Risk/Lost
11,10,3174.32,0,Potential Loyalists
2,2,421.52,0,Potential Loyalists
34,1,190.88,0,Potential Loyalists
182,1,149.89,3,At Risk/Lost
24,2,550.06,0,Potential Loyalists
12,6,916.13,0,Potential Loyalists
10,2,314.69,0,Potential Loyalists
2,17,3744.65,2,Champions
312,1,382.5,3,At Risk/Lost
107,2,1135.04,0,Potential Loyalists
0,26,8676.85,2,Champions
52,1,954.9,0,Potential Loyalists
204,1,171.45,3,At Risk/Lost
14,1,282.19,0,Potential Loyalists
119,1,318.65,3,At Risk/Lost
3,2,384.52,0,Potential Loyalists
362,1,283.28000000000003,3,At Risk/Lost
116,2,353.86,0,Potential Loyalists
17,1,178.26,0,Potential Loyalists
4,2,272.44,0,Potential Loyalists
40,2,298.41,0,Potential Loyalists
106,2,240.0,0,Potential Loyalists
147,2,603.37,3,At Risk/Lost
51,5,1253.36,0,Potential Loyalists
207,1,63.440000000000005,3,At Risk/Lost
138,2,562.9,3,At Risk/Lost
1,3,310.64,0,Potential Loyalists
126,2,317.62,3,At Risk/Lost
149,1,35.0,3,At Risk/Lost
41,4,2148.63,0,Potential Loyalists
34,1,111.98,0,Potential Loyalists
227,2,1065.35,3,At Risk/Lost
240,1,246.04,3,At Risk/Lost
57,1,187.83,0,Potential Loyalists
129,3,1074.13,0,Potential Loyalists
59,6,1652.58,0,Potential Loyalists
21,1,153.92,0,Potential Loyalists
25,7,1064.11,0,Potential Loyalists
8,7,1419.73,0,Potential Loyalists
31,3,944.41,0,Potential Loyalists
3,2,525.24,0,Potential Loyalists
307,1,550.8000000000001,3,At Risk/Lost
7,9,1875.11,0,Potential Loyalists
28,3,556.95,0,Potential Loyalists
16,1,131.78,0,Potential Loyalists
100,2,498.42,0,Potential Loyalists
11,4,669.11,0,Potential Loyalists
20,1,197.63,0,Potential Loyalists
14,5,1135.63,0,Potential Loyalists
360,1,250.04,3,At Risk/Lost
10,15,4397.84,2,Champions
94,1,82.75,0,Potential Loyalists
77,2,1240.85,0,Potential Loyalists
138,3,593.9,3,At Risk/Lost
30,1,1765.08,0,Potential Loyalists
24,8,2472.24,0,Potential Loyalists
1,38,6136.74,2,Champions
45,2,963.6,0,Potential Loyalists
99,3,1200.62,0,Potential Loyalists
7,2,700.86,0,Potential Loyalists
14,7,921.07,0,Potential Loyalists
17,4,990.23,0,Potential Loyalists
279,1,96.8,3,At Risk/Lost
13,2,523.11,0,Potential Loyalists
22,2,363.9,0,Potential Loyalists
123,1,175.2,3,At Risk/Lost
85,1,494.25,0,Potential Loyalists
301,2,236.82,3,At Risk/Lost
150,4,2027.87,0,Potential Loyalists
16,8,6643.93,2,Champions
93,2,243.36,0,Potential Loyalists
29,11,12336.01,2,Champions
156,3,781.36,3,At Risk/Lost
354,1,193.64,3,At Risk/Lost
45,1,160.57,0,Potential Loyalists
14,4,537.74,0,Potential Loyalists
3,15,2676.56,2,Champions
14,5,1159.52,0,Potential Loyalists
178,1,110.75,3,At Risk/Lost
7,4,1286.07,0,Potential Loyalists
35,3,587.15,0,Potential Loyalists
50,1,838.54,0,Potential Loyalists
311,1,178.22,3,At Risk/Lost
23,2,388.14,0,Potential Loyalists
